Date,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2015-10-09,-0.0004524956042168351,-0.006505782910542357,-0.006433590323611905,0.0033776759372917704,0.004348849488532557,0.0022262793618487613,-0.001656832111263906,-0.004784036553083289,0.004539947580840365,0.0011590043106183654
2015-10-12,-0.00864409031586172,-0.012994213763159094,0.0008603097897924931,0.00018715197449158206,0.0012047626165887827,0.0026247666424171383,0.006280148100435347,0.008866682841171057,0.002626594152853694,0.004749187970220476
2015-10-13,-0.003891598934440775,-0.010487686883981218,-0.007769005697708743,-0.010733531801247293,-0.002169390767370883,-0.0060676214192162585,-0.006280148100435339,-0.0022659980078533087,-0.012611947766391511,-0.005392962325509557
2015-10-14,0.007995681202824222,0.00857572603670774,-0.008266192274477061,-0.01085007961850262,-0.0019321561936372171,-0.011631888433172949,0.0,-0.00022690063669188754,-0.001920651602323396,-0.01022371425880533
2015-10-15,0.002726584467802167,0.017803028493645096,0.022463334643739258,0.010850079618502628,0.01273265922110312,0.008990920835927452,-0.0029885956534397512,0.014641354398306878,0.02208188143885877,0.01292399557256792
2015-10-16,0.0004533167287533048,0.0013010614588277783,0.005962221136262052,-0.005124876320621361,0.0019082457885668226,0.009515474742464804,0.018843651630478502,0.0013409286896799806,0.0089273655483728,0.005250602973150236
2015-10-19,-0.007055530491786715,-0.019988038170183856,-0.0008495291275919884,0.001331305648118457,0.003804786191000648,0.004422373082922901,0.011615729774384553,0.0006694630722637752,0.003577317528345409,0.0047150190269607895
2015-10-20,0.0015973885604222873,0.002795909064984512,0.005932208098881017,0.00662972464603394,-0.0026144902908702412,-0.0006020017956254866,0.0009673192624641845,0.0033422712798095535,-0.01583649021580194,-0.001272344633788161
2015-10-21,-0.008934003674964566,-0.012420343955448658,-0.007207795641076174,0.00018842691000219163,-0.007645067034986224,0.00020097763938173072,0.0008053999184883009,-0.0020039743905691534,-0.009038379539738782,-0.00446490513104882
2015-10-22,0.02701380470231417,0.01784271747772562,0.01604112110487727,0.027551806402667037,0.022292048034634495,0.019672756390610762,0.012575475845281587,0.011522666804851355,-0.006021917073636933,0.013083368160685045
2015-10-23,0.008252125110249156,-0.002340965733891935,0.010828332043188124,0.003665887872855064,0.027525844615752335,-0.0015755958109938651,-0.012092864328525547,-0.017782275606026857,0.021136322983490947,0.004909864478509042
2015-10-26,-0.008252125110249186,-0.024769406500205145,-0.004151148695090967,-0.0021977848608649426,-0.003886094317752401,-0.0019726932057704096,0.001287058704661508,-0.003594633483079052,0.0038869288167257057,0.0070084932860997335
2015-10-27,-0.004264518826640741,-0.012086748972710759,-0.005840579424829556,-0.01106196738166522,-0.005742547447768582,0.0013816520586692087,0.0002567907211106843,-0.003607722079321384,0.018223523816589152,-0.004750375335349577
2015-10-28,0.014957361183246405,0.021949199285651214,0.02316080037313696,0.007940111854162381,0.014862617118293309,-0.0057354842553974305,-0.003637733348060252,-0.0106733287706366,0.0082893684307495,0.009477230234621388
2015-10-29,0.001992254166112084,0.005042991787064304,-0.0012273510849754973,-0.0005517745788320196,-0.0027275131954880606,0.00039643251295782796,0.004537212705443446,-0.0057242383334816125,0.004467484261772267,0.002851029162895067
2015-10-30,0.001325724842628357,0.006488699228995618,-0.014430175636820825,-0.0012890544305698137,-0.00662195703643554,-0.011164100363807841,-0.006312969998922518,0.004581899209185113,-0.006287771879560422,0.0021016205638313195
2015-11-02,0.006165135191725171,0.023103660659021134,0.01361137737106214,0.01154185234163,0.008895270936155665,0.005996167016514211,0.0,0.0011423391242964395,0.021082784196028364,0.004558682008070496
2015-11-03,0.003942742305836442,0.02524532332686144,0.0016370436609335255,0.0007280192491844211,0.005209179751635607,-0.004793972989239381,0.012841401145112827,0.0029637095165983484,-0.003574814761309733,0.003804327472691542
2015-11-04,-0.0065806609090107125,-0.009003860403807596,-0.002866675512147875,-0.0027339836816706155,0.0011286842193573919,-0.004214118890473114,-0.004155254580593565,0.005221372186529117,-0.004417716683029556,-0.006511939703667036
2015-11-05,-0.0050742229817785775,-0.00851538281109819,0.0040931402169332885,0.0012769121538783316,-0.0029374079336576347,-0.00020077276265186562,-0.003851012033855529,-0.008642019276749043,-0.003187024584881221,0.0035678859863754893
2015-11-06,0.0026508001585345757,-0.005144470730585756,0.010160610042713082,0.0,0.003388447648886207,-0.010920399565892946,-0.03767860912231421,-0.03557286522510361,-0.004172667001882673,0.00012306084681384867
2015-11-09,-0.006862490020403545,-0.009934548855311445,-0.010977969057697799,-0.0076852014263742024,-0.009744819580822307,-0.00673272367848597,-0.008045920555338027,0.0026003979157069035,-0.007694927185891053,-0.013850991893642984
2015-11-10,-0.00735672763905705,0.0021684646015449793,0.004487404261205004,-0.00018362639383400617,-0.0066264937552626205,0.0026577051411134267,0.0107132682014139,0.008930615320740808,0.006719282554309741,0.009419669708108851
2015-11-11,0.0011179361462799618,-0.02145308427356926,-0.0032614409001101847,0.0012850988543807419,-0.0004586833838135814,-0.0014301783632872616,0.0034575399428681147,0.008619921587413898,-0.00995523999186433,-0.0059391064928455695
2015-11-12,-0.02032100783883889,-0.022979247593117584,-0.015223437207726552,-0.013671075568488575,-0.008753607993061917,-0.013586493442571314,-0.006124887588943881,-0.009556436741408552,-0.017482998120433805,-0.009350856571677562
2015-11-13,0.012692963222617868,-0.004083816015758681,-0.008326166080450143,-0.004474243210438442,-0.01986293318758818,-0.008742571509996142,-0.013107196842346874,-0.0037540403167208455,-0.002440411440653568,-0.02665815794842712
2015-11-16,0.012755961533475715,0.03279989938702179,0.012050176263797327,0.01280993501657734,0.015224466335812441,0.01699914204170798,-0.0010154477834275473,0.016783700207846922,0.012428065424313345,0.012020482608630185
2015-11-17,-0.0011127397775325342,-0.011061727718152854,-0.002067419013357128,-0.0020310985425326744,0.0002324600050448732,-0.0004113328268693554,0.01545743604287318,-0.01819509875174392,0.004249587768856569,0.0019048110746489658
2015-11-18,0.01765281521474575,0.016327601766147785,0.01764187149291286,0.013768074589110287,0.014992792312037368,0.013683148172771881,0.011767514920074862,0.006336226771111048,0.019320386025017497,0.016982395837054944
